3656476  r_01_ 23  0.04613 0.00522 0.00518
3656476  r_10_ 23  0.03816 0.00563 0.00542
3735871  r_02_ 17  0.09462 0.00663 0.00802
3735871  r_02_ 18  0.09845 0.00588 0.00598
3735871  r_02_ 19  0.09137 0.00387 0.00437
3735871  r_02_ 20  0.09660 0.00523 0.00782
3735871  r_02_ 21  0.08359 0.00495 0.00553
3735871  r_02_ 22  0.09120 0.00270 0.00295
3735871  r_02_ 23  0.08755 0.00297 0.00302
3735871  r_02_ 24  0.08953 0.00622 0.00557
3735871  r_02_ 25  0.06407 0.01443 0.01332
3735871  r_02_ 26  0.06897 0.03434 0.03361
3735871  r_10_ 17  0.03195 0.00309 0.00292
3735871  r_01_ 18  0.03433 0.00232 0.00261
3735871  r_10_ 18  0.03467 0.00215 0.00204
3735871  r_01_ 19  0.03289 0.00168 0.00170
3735871  r_10_ 19  0.03218 0.00153 0.00167
3735871  r_01_ 20  0.03147 0.00152 0.00144
3735871  r_10_ 20  0.02975 0.00132 0.00143
3735871  r_01_ 21  0.02833 0.00134 0.00124
3735871  r_10_ 21  0.02948 0.00145 0.00126
3735871  r_01_ 22  0.03257 0.00135 0.00138
3735871  r_10_ 22  0.03250 0.00140 0.00153
3735871  r_01_ 23  0.03007 0.00170 0.00181
3735871  r_10_ 23  0.02993 0.00211 0.00212
3735871  r_01_ 24  0.03060 0.00300 0.00240
3735871  r_10_ 24  0.03037 0.00444 0.00428
3735871  r_01_ 25  0.02963 0.00798 0.00753
3735871  r_10_ 25  0.02351 0.01719 0.01762
3735871  r_01_ 26  0.01882 0.02274 0.02796
4914923  r_02_ 16  0.06512 0.00299 0.00284
4914923  r_02_ 17  0.06496 0.00200 0.00198
4914923  r_02_ 18  0.06116 0.00159 0.00169
4914923  r_02_ 19  0.06204 0.00131 0.00139
4914923  r_02_ 20  0.05745 0.00141 0.00141
4914923  r_02_ 21  0.05830 0.00199 0.00227
4914923  r_02_ 22  0.05327 0.00374 0.00341
4914923  r_02_ 23  0.05203 0.01107 0.00946
4914923  r_02_ 24  0.05690 0.01570 0.01361
4914923  r_10_ 12  0.05964 0.00417 0.00628
4914923  r_01_ 13  0.06124 0.00285 0.00372
4914923  r_10_ 13  0.06136 0.00243 0.00265
4914923  r_01_ 14  0.06249 0.00173 0.00193
4914923  r_10_ 14  0.06294 0.00162 0.00171
4914923  r_01_ 15  0.06182 0.00156 0.00154
4914923  r_10_ 15  0.05993 0.00133 0.00134
4914923  r_01_ 16  0.05864 0.00105 0.00108
4914923  r_10_ 16  0.05893 0.00103 0.00101
4914923  r_01_ 17  0.05773 0.00090 0.00098
4914923  r_10_ 17  0.05578 0.00083 0.00085
4914923  r_01_ 18  0.05335 0.00071 0.00071
4914923  r_10_ 18  0.05196 0.00070 0.00069
4914923  r_01_ 19  0.05116 0.00067 0.00072
4914923  r_10_ 19  0.05023 0.00070 0.00074
4914923  r_01_ 20  0.04859 0.00080 0.00081
4914923  r_10_ 20  0.04714 0.00091 0.00100
4914923  r_01_ 21  0.04553 0.00122 0.00125
4914923  r_10_ 21  0.04381 0.00151 0.00153
4914923  r_01_ 22  0.04122 0.00224 0.00232
4914923  r_10_ 22  0.03911 0.00336 0.00341
4914923  r_01_ 23  0.03777 0.00554 0.00507
4914923  r_10_ 23  0.04052 0.00598 0.00607
5184732  r_02_ 14  0.07260 0.01055 0.00878
5184732  r_02_ 15  0.06983 0.00469 0.00509
5184732  r_02_ 16  0.07179 0.00355 0.00403
5184732  r_02_ 17  0.06817 0.00206 0.00210
5184732  r_02_ 18  0.06740 0.00162 0.00180
5184732  r_02_ 19  0.06453 0.00134 0.00121
5184732  r_02_ 20  0.06209 0.00111 0.00116
5184732  r_02_ 21  0.06121 0.00129 0.00120
5184732  r_02_ 22  0.05945 0.00149 0.00151
5184732  r_02_ 23  0.05211 0.00219 0.00237
5184732  r_02_ 24  0.05460 0.00338 0.00371
5184732  r_02_ 25  0.05603 0.00631 0.00648
5184732  r_02_ 26  0.03783 0.01477 0.01721
5184732  r_02_ 27  0.04554 0.01695 0.01561
5184732  r_10_ 14  0.04182 0.00210 0.00203
5184732  r_01_ 15  0.04184 0.00200 0.00180
5184732  r_10_ 15  0.04018 0.00180 0.00161
5184732  r_01_ 16  0.03933 0.00134 0.00125
5184732  r_10_ 16  0.03864 0.00115 0.00111
5184732  r_01_ 17  0.03662 0.00093 0.00091
5184732  r_10_ 17  0.03519 0.00090 0.00076
5184732  r_01_ 18  0.03400 0.00084 0.00083
5184732  r_10_ 18  0.03345 0.00073 0.00082
5184732  r_01_ 19  0.03213 0.00071 0.00070
5184732  r_10_ 19  0.03049 0.00068 0.00070
5184732  r_01_ 20  0.02948 0.00065 0.00067
5184732  r_10_ 20  0.02932 0.00064 0.00067
5184732  r_01_ 21  0.02873 0.00072 0.00071
5184732  r_10_ 21  0.02681 0.00078 0.00082
5184732  r_01_ 22  0.02437 0.00095 0.00088
5184732  r_10_ 22  0.02262 0.00107 0.00107
5184732  r_01_ 23  0.02140 0.00128 0.00146
5184732  r_10_ 23  0.02072 0.00188 0.00151
5184732  r_01_ 24  0.01961 0.00202 0.00236
5184732  r_10_ 24  0.01976 0.00267 0.00252
5184732  r_01_ 25  0.02066 0.00382 0.00348
5184732  r_10_ 25  0.01673 0.00543 0.00563
5184732  r_01_ 26  0.00714 0.00763 0.00778
5184732  r_10_ 26 -0.00201 0.00932 0.00943
5773345  r_02_ 12  0.13333 0.01924 0.03019
5773345  r_02_ 13  0.07550 0.01436 0.01709
5773345  r_02_ 14  0.06955 0.02212 0.02236
5773345  r_02_ 15  0.07997 0.01096 0.01031
5773345  r_02_ 16  0.06956 0.01304 0.01489
5773345  r_02_ 17  0.08838 0.01263 0.01367
5773345  r_02_ 18  0.07301 0.00779 0.00896
5773345  r_02_ 19  0.07866 0.00792 0.00834
5773345  r_02_ 20  0.05199 0.01288 0.01408
5773345  r_02_ 21  0.05629 0.01476 0.01724
5773345  r_02_ 22  0.06667 0.01621 0.01919
5773345  r_02_ 23  0.04432 0.04431 0.02294
5773345  r_02_ 24  0.06425 0.01768 0.02109
5773345  r_02_ 25  0.05169 0.03587 0.02696
5773345  r_10_ 12  0.05442 0.00576 0.00554
5773345  r_01_ 13  0.05188 0.00529 0.00568
5773345  r_10_ 13  0.05257 0.00493 0.00591
5773345  r_01_ 14  0.05403 0.00515 0.00520
5773345  r_10_ 14  0.05234 0.00490 0.00451
5773345  r_01_ 15  0.04731 0.00471 0.00446
5773345  r_10_ 15  0.04532 0.00453 0.00511
5773345  r_01_ 16  0.04804 0.00570 0.00527
5773345  r_10_ 16  0.04618 0.00562 0.00505
5773345  r_01_ 17  0.03994 0.00480 0.00414
5773345  r_10_ 17  0.03728 0.00389 0.00363
5773345  r_01_ 18  0.03710 0.00332 0.00332
5773345  r_10_ 18  0.03848 0.00341 0.00367
5773345  r_01_ 19  0.03709 0.00399 0.00389
5773345  r_10_ 19  0.03022 0.00374 0.00366
5773345  r_01_ 20  0.02086 0.00350 0.00357
5773345  r_10_ 20  0.01647 0.00415 0.00421
5773345  r_01_ 21  0.01384 0.00533 0.00491
5773345  r_10_ 21  0.01036 0.00530 0.00480
