1435467  12 1   1.02669  1.21199  1.05727
1435467  12 2  -1.30572  3.79795  3.48352
1435467  13 0   2.38573  1.27051  1.41463
1435467  13 1   2.07578  0.71227  1.11467
1435467  13 2   7.32152  3.42581  4.01461
1435467  14 0   2.50254  1.05116  0.81596
1435467  14 1  -0.33559  0.61955  0.82349
1435467  14 2  -6.29576  3.27575  2.74268
1435467  15 2   1.52471  1.98348  1.55894
1435467  15 0  -1.42883  0.76857  0.91194
1435467  15 1  -1.06474  0.79377  0.46428
1435467  16 2   1.41915  1.67449  1.34382
1435467  16 0  -1.60765  0.74931  0.55100
1435467  16 1  -0.12070  0.42819  0.73350
1435467  17 2  -2.11457  1.41900  1.45035
1435467  17 1  -0.40790  0.48505  0.51605
1435467  17 0  -0.05606  0.79688  0.65903
1435467  18 2   2.49947  0.92568  1.38492
1435467  18 1   1.40600  0.53552  0.35900
1435467  18 0   2.25482  0.72724  0.79619
1435467  19 1   1.11325  0.47504  0.45279
1435467  19 2   0.21187  1.57265  1.01201
1435467  19 0  -0.29611  0.58236  0.54586
1435467  20 1   0.10391  0.57264  0.45269
1435467  20 2   0.33466  1.85074  0.92687
1435467  20 0   1.06479  0.68649  0.63996
1435467  21 1   0.01500  0.60517  0.52388
1435467  21 2   3.16061  1.74428  1.73317
1435467  21 0  -0.54976  0.75614  0.89762
1435467  22 0   0.32546  1.22205  0.75111
1435467  22 1  -0.77389  0.85098  0.47565
1435467  22 2  -3.91675  2.27305  2.50631
1435467  23 2  -0.89962  3.48849  2.78726
1435467  23 0   1.37348  0.98800  1.29619
1435467  23 1   0.52541  0.91096  0.76427
1435467  24 0  -3.02277  1.04824  1.58421
1435467  24 1   0.36932  1.31047  0.93747
1435467  24 2   0.37129  2.38229  4.21993
1435467  25 1  -1.27056  1.38761  1.87967
1435467  25 0   2.56816  1.75221  1.03497
2837475  11 2  -1.89407  8.24710  5.16449
2837475  12 0  -3.86876  2.63457  3.43290
2837475  12 1  -0.25705  2.40504  2.37876
2837475  12 2  -2.11902  3.13647  9.02514
2837475  13 0   0.89048  2.45466  2.51812
2837475  13 1  -3.36792  1.57816  1.25679
2837475  13 2  -1.88046  3.29773  3.92580
2837475  14 0  -1.57626  1.58993  1.57216
2837475  14 1   0.81176  1.10546  0.92802
2837475  14 2  -4.02999  3.13144  2.40352
2837475  15 1   1.92816  1.28032  1.04321
2837475  15 2   5.69421  2.24381  2.29398
2837475  15 0   1.34390  0.88716  0.98130
2837475  16 2   2.56455  2.38436  2.88015
2837475  16 0   2.47718  0.79909  1.11254
2837475  16 1   2.44515  0.98978  1.24179
2837475  17 2  -0.18141  3.70968  3.04155
2837475  17 0  -0.68944  1.04186  1.02949
2837475  17 1  -0.08735  0.90148  0.81720
2837475  18 2  -0.52281  3.25322  2.58752
2837475  18 0   1.26645  1.12842  1.30777
2837475  18 1  -0.88249  0.84332  0.75037
2837475  19 2  -0.18839  3.51633  2.81478
2837475  19 1  -0.25495  0.78857  0.71787
2837475  19 0  -1.10692  1.06319  0.94501
2837475  20 1  -0.74855  0.75140  0.78232
2837475  20 2   1.93005  3.19953  2.25107
2837475  20 0  -1.61667  0.98106  1.03346
2837475  21 1   0.63747  0.72778  0.84576
2837475  21 2  -3.37708  2.22041  3.75788
2837475  21 0  -0.19948  1.00687  1.08494
2837475  22 1  -1.75885  0.80822  0.96864
2837475  22 2   0.00339  2.70779  3.86015
2837475  22 0   1.97112  1.27790  1.53508
2837475  23 1   2.74629  0.94211  1.06609
2837475  23 2   1.18119  3.57761  4.29550
2837475  23 0  -0.35161  1.53866  1.39673
2837475  24 2  -1.98519  3.73740  5.22255
2837475  24 0   3.08068  1.89618  1.64774
2837475  24 1   0.70091  1.17136  1.42154
2837475  25 0  -3.10894  2.32402  3.48308
2837475  25 1  -3.45067  1.80262  1.99303
2837475  25 2  -1.82289  3.55277  4.95793
2837475  26 0  -0.54455  5.15113  3.47030
2837475  26 1   8.47953  2.58918  2.16755
2837475  26 2   1.75520  5.13754  4.49268
2837475  27 0   2.68125  3.51393  2.74208
2837475  27 1  -5.66303  3.32130  1.83894
3427720  15 0  -1.71522  4.15829  2.51922
3427720  15 2  -0.28239  1.93033  1.33879
3427720  16 0  -0.35783  0.71204  0.63305
3427720  16 2   0.11879  1.84245  1.59296
3427720  16 1  -0.67505  0.47860  0.34984
3427720  17 0  -0.77782  0.91289  0.75217
3427720  17 2   1.37568  0.90716  1.10968
3427720  17 1   0.22416  0.42179  0.38248
3427720  18 0   1.20674  0.49344  0.57364
3427720  18 2   0.26566  0.55912  0.49223
3427720  18 1   1.53713  0.27611  0.28458
3427720  19 2   0.92261  0.48500  0.44614
3427720  19 1   0.18782  0.23964  0.22510
3427720  19 0   0.96675  0.35602  0.32089
3427720  20 1   0.09722  0.19651  0.21910
3427720  20 0   0.19102  0.36431  0.31127
3427720  20 2  -1.01020  0.45601  0.35108
3427720  21 1  -0.50161  0.21025  0.24596
3427720  21 2   0.24205  0.41971  0.43730
3427720  21 0  -0.43451  0.26924  0.31217
3427720  22 0   0.78616  0.42120  0.35568
3427720  22 1   0.73189  0.22519  0.33096
3427720  22 2   0.58081  0.58942  0.50026
3427720  23 2   1.72020  1.07920  0.97575
3427720  23 1  -0.05817  0.42691  0.35603
3427720  23 0  -0.95845  0.50219  0.52308
3427720  24 0   1.06963  0.88323  0.90983
3427720  24 1   0.12791  0.62283  0.70490
3427720  24 2  -1.06365  2.27551  2.53287
3427720  25 0  -0.04248  2.47169  1.62288
3456181  11 2   2.60692  3.34115  3.10908
3456181  12 1   1.87121  0.87857  0.76085
3456181  12 2   0.92935  2.33652  2.95152
3456181  12 0   0.74903  0.97321  1.21006
3456181  13 2   0.41116  1.88797  1.83012
3456181  13 0   2.26981  1.35434  0.91138
3456181  13 1   1.10075  0.78947  0.62133
3456181  14 2  -0.80523  1.38544  1.43782
3456181  14 0   0.56260  1.00158  0.85154
3456181  14 1   0.70039  0.57539  0.70369
3456181  15 1  -0.74666  0.61132  0.54011
3456181  15 0  -0.66369  0.76713  0.81217
3456181  15 2  -0.92044  1.51617  1.16896
3456181  16 0  -0.88008  0.98503  0.84270
3456181  16 2  -0.27848  1.25755  1.13454
3456181  16 1  -1.06754  0.45359  0.59953
3456181  17 0   0.24463  0.97455  0.73457
3456181  17 2   1.81009  1.12012  1.35929
3456181  17 1   0.40158  0.47608  0.47882
3456181  18 2   1.89295  1.68433  1.59437
3456181  18 1   1.59863  0.50498  0.59125
3456181  18 0  -0.66918  0.75456  1.00645
3456181  19 2  -1.84301  1.80277  1.51233
3456181  19 0   3.12870  1.16708  1.29806
3456181  19 1   0.35854  0.46406  0.86330
3456181  20 1   0.08227  0.75957  0.85400
3456181  20 2   1.60795  2.10847  1.61015
3456181  20 0  -1.66720  1.36340  1.23447
3456181  21 1  -0.26814  1.06564  0.97294
3456181  21 2  -1.72529  2.81843  2.97498
3456181  21 0  -0.14464  1.20082  1.64323
3456181  22 0  -0.35645  1.96054  1.92945
3456181  22 2   0.86154  3.25493  4.39687
3456181  22 1  -0.78636  1.58761  1.22142
3456181  23 1   0.39056  1.52372  1.36584
3456181  23 0   3.51974  2.82437  2.17511
3456181  23 2  -3.11086  4.02010  3.27429
3456181  24 0  -2.02819  1.67919  2.52972
3456181  24 1   4.09418  1.93035  1.87806
3456181  11 2   2.60692  3.34115  3.10908
3456181  12 1   1.87121  0.87857  0.76085
